t      	v      	nai    	nass   	ki     	kss    	cai    	cass   	cansr  	cajsr  	Jrel   	CaMKt  	Jup    	Jtr    	Jdiff  	JdiffNa	JdiffK 	Jleak  	INa    	INaL   	Ito    	ICaL   	ICaNa  	ICaK   	IKr    	IKs    	IK1    	INaCa_i	INaCa_ss	INaCa  	INaK   	IKb    	INab   	IpCa   	ICab   	Ist    	dt     	APD    
1.008889e+03      	39.5287	7.21924	7.22202	144.435	144.433	0.00012223	0.00882832	1.58815	0.636015	0.256163	0.0124747	0.000409197	0.00951882	0.0435167	0.00139076	-0.00104945	0.000416889	-0.0727278	-0.125407	0.571566	-0.998395	-0.308029	0.511596	0.246438	0.00766746	5.56225e-05	0.047438	-0.157515	-0.110077	0.199564	0.304307	-0.00170929	9.81827e-05	-0.000477285	0      	0.005  	272.099
1.008939e+03      	39.5175	7.21924	7.22203	144.435	144.433	0.000122797	0.00885582	1.58813	0.633505	0.253636	0.0124801	0.000412639	0.00954374	0.0436519	0.00139656	-0.00104807	0.000416884	-0.0710176	-0.125409	0.568191	-0.996199	-0.307554	0.510528	0.247029	0.00772214	5.56836e-05	0.0476251	-0.157831	-0.110206	0.199551	0.304242	-0.00170994	9.85486e-05	-0.000477566	0      	0.005  	272.099
1.008989e+03      	39.5062	7.21924	7.22204	144.435	144.433	0.000123367	0.00888228	1.58811	0.631028	0.251133	0.0124854	0.00041609	0.00956834	0.0437819	0.00140224	-0.00104666	0.000416878	-0.0693495	-0.125412	0.564835	-0.994058	-0.30708	0.509463	0.247617	0.0077768	5.57448e-05	0.0478116	-0.158136	-0.110324	0.199538	0.304177	-0.0017106	9.89154e-05	-0.000477847	0      	0.005  	272.099
1.009039e+03      	39.495 	7.21924	7.22206	144.435	144.433	0.000123939	0.00890772	1.58809	0.628584	0.248654	0.0124908	0.000419548	0.00959261	0.0439067	0.00140781	-0.00104525	0.000416873	-0.0677226	-0.125414	0.561499	-0.991971	-0.306609	0.508401	0.248202	0.00783145	5.58062e-05	0.0479973	-0.15843	-0.110433	0.199525	0.304112	-0.00171126	9.92831e-05	-0.000478129	0      	0.005  	272.099
1.009089e+03      	39.4837	7.21924	7.22207	144.435	144.433	0.000124514	0.00893214	1.58806	0.626171	0.246199	0.0124961	0.000423014	0.00961656	0.0440264	0.00141325	-0.00104381	0.000416868	-0.0661355	-0.125417	0.558182	-0.989937	-0.306139	0.507343	0.248785	0.00788608	5.58676e-05	0.0481823	-0.158714	-0.110532	0.199512	0.304047	-0.00171191	9.96518e-05	-0.000478411	0      	0.005  	272.099
1.009139e+03      	39.4724	7.21924	7.22208	144.435	144.433	0.000125091	0.00895556	1.58804	0.62379	0.243768	0.0125015	0.000426487	0.0096402	0.0441411	0.00141859	-0.00104237	0.000416862	-0.0645874	-0.12542	0.554884	-0.987955	-0.30567	0.506289	0.249365	0.00794071	5.59292e-05	0.0483666	-0.158988	-0.110622	0.199499	0.303982	-0.00171257	0.000100021	-0.000478694	0      	0.005  	272.099
1.009189e+03      	39.4611	7.21924	7.22209	144.435	144.433	0.00012567	0.00897797	1.58802	0.621439	0.24136	0.0125069	0.000429968	0.00966353	0.0442508	0.0014238	-0.00104091	0.000416857	-0.0630771	-0.125423	0.551607	-0.986024	-0.305204	0.505239	0.249943	0.00799531	5.59909e-05	0.0485501	-0.159252	-0.110702	0.199486	0.303917	-0.00171323	0.000100391	-0.000478977	0      	0.005  	272.099
1.009239e+03      	39.4498	7.21924	7.2221 	144.435	144.433	0.000126252	0.00899939	1.588  	0.61912	0.238975	0.0125122	0.000433454	0.00968655	0.0443555	0.0014289	-0.00103944	0.000416851	-0.0616037	-0.125427	0.548349	-0.984144	-0.304739	0.504192	0.250517	0.0080499	5.60526e-05	0.0487327	-0.159506	-0.110773	0.199473	0.303852	-0.00171389	0.000100762	-0.000479259	0      	0.005  	272.099
1.009289e+03      	39.4386	7.21924	7.22211	144.435	144.433	0.000126836	0.00901982	1.58798	0.61683	0.236614	0.0125176	0.000436947	0.00970927	0.0444552	0.00143389	-0.00103795	0.000416846	-0.0601661	-0.12543	0.545111	-0.982313	-0.304275	0.503149	0.251089	0.00810448	5.61145e-05	0.0489145	-0.15975	-0.110835	0.19946	0.303787	-0.00171455	0.000101134	-0.000479542	0      	0.005  	272.099
1.009339e+03      	39.4273	7.21924	7.22212	144.435	144.433	0.000127422	0.00903929	1.58796	0.61457	0.234275	0.012523	0.000440445	0.0097317	0.0445501	0.00143877	-0.00103645	0.000416841	-0.0587635	-0.125434	0.541893	-0.980531	-0.303814	0.50211	0.251659	0.00815904	5.61763e-05	0.0490954	-0.159984	-0.110889	0.199447	0.303722	-0.00171521	0.000101507	-0.000479825	0      	0.005  	272.099
1.009389e+03      	39.416 	7.21924	7.22213	144.435	144.433	0.00012801	0.00905778	1.58794	0.612339	0.231959	0.0125284	0.000443949	0.00975384	0.0446401	0.00144354	-0.00103494	0.000416835	-0.0573948	-0.125438	0.538695	-0.978796	-0.303353	0.501075	0.252225	0.00821359	5.62382e-05	0.0492753	-0.160209	-0.110934	0.199433	0.303657	-0.00171587	0.00010188	-0.000480108	0      	0.005  	272.099
1.009439e+03      	39.4047	7.21924	7.22214	144.435	144.433	0.000128599	0.00907533	1.58792	0.610137	0.229665	0.0125338	0.000447458	0.00977569	0.0447254	0.0014482	-0.00103342	0.00041683	-0.0560592	-0.125441	0.535517	-0.977107	-0.302895	0.500043	0.252789	0.00826812	5.63e-05	0.0494544	-0.160425	-0.11097	0.199421	0.303592	-0.00171653	0.000102253	-0.000480391	0      	0.005  	272.099
1.009489e+03      	39.3935	7.21924	7.22215	144.435	144.433	0.000129191	0.00909193	1.5879 	0.607963	0.227394	0.0125392	0.000450971	0.00979725	0.0448059	0.00145276	-0.00103189	0.000416825	-0.0547559	-0.125445	0.53236	-0.975465	-0.302437	0.499016	0.25335	0.00832263	5.63619e-05	0.0496324	-0.160631	-0.110999	0.199408	0.303527	-0.00171718	0.000102627	-0.000480674	0      	0.005  	272.099
1.009539e+03      	39.3823	7.21924	7.22216	144.435	144.433	0.000129785	0.00910759	1.58788	0.605817	0.225145	0.0125446	0.000454489	0.00981854	0.0448817	0.00145721	-0.00103035	0.00041682	-0.0534839	-0.125449	0.529222	-0.973867	-0.301982	0.497992	0.253908	0.00837713	5.64238e-05	0.0498094	-0.160828	-0.111019	0.199395	0.303462	-0.00171784	0.000103002	-0.000480956	0      	0.005  	272.099
1.009589e+03      	39.371 	7.21924	7.22217	144.435	144.433	0.000130381	0.00912233	1.58786	0.603699	0.222918	0.01255	0.000458011	0.00983955	0.0449529	0.00146155	-0.0010288	0.000416814	-0.0522425	-0.125453	0.526105	-0.972314	-0.301528	0.496971	0.254464	0.00843161	5.64856e-05	0.0499854	-0.161016	-0.111031	0.199382	0.303397	-0.0017185	0.000103377	-0.000481238	0      	0.005  	272.099
1.009639e+03      	39.3598	7.21924	7.22218	144.435	144.433	0.000130978	0.00913616	1.58784	0.601608	0.220712	0.0125554	0.000461537	0.00986029	0.0450195	0.0014658	-0.00102724	0.000416809	-0.0510309	-0.125458	0.523009	-0.970803	-0.301075	0.495955	0.255017	0.00848608	5.65474e-05	0.0501604	-0.161196	-0.111036	0.199369	0.303333	-0.00171915	0.000103752	-0.00048152	0      	0.005  	272.099
1.009689e+03      	39.3487	7.21924	7.22219	144.435	144.433	0.000131577	0.00914908	1.58782	0.599543	0.218528	0.0125608	0.000465066	0.00988076	0.0450816	0.00146994	-0.00102568	0.000416804	-0.0498483	-0.125462	0.519933	-0.969335	-0.300623	0.494942	0.255567	0.00854052	5.66091e-05	0.0503343	-0.161367	-0.111032	0.199356	0.303268	-0.00171981	0.000104128	-0.000481801	0      	0.005  	272.099
1.009739e+03      	39.3375	7.21924	7.22219	144.435	144.433	0.000132178	0.00916112	1.5878 	0.597506	0.216365	0.0125662	0.000468598	0.00990097	0.0451392	0.00147398	-0.0010241	0.000416799	-0.048694	-0.125466	0.516877	-0.967908	-0.300173	0.493934	0.256115	0.00859495	5.66708e-05	0.050507	-0.161529	-0.111022	0.199343	0.303204	-0.00172046	0.000104504	-0.000482082	0      	0.005  	272.099
1.009789e+03      	39.3264	7.21925	7.2222 	144.435	144.433	0.000132781	0.00917228	1.58778	0.595494	0.214223	0.0125716	0.000472133	0.00992092	0.0451924	0.00147792	-0.00102251	0.000416794	-0.0475673	-0.125471	0.513841	-0.966521	-0.299725	0.492929	0.256659	0.00864936	5.67324e-05	0.0506787	-0.161683	-0.111004	0.19933	0.303139	-0.00172111	0.000104881	-0.000482362	0      	0.005  	272.099
1.009839e+03      	39.3153	7.21925	7.22221	144.435	144.433	0.000133385	0.00918256	1.58776	0.593507	0.212102	0.012577	0.000475671	0.00994061	0.0452412	0.00148176	-0.00102092	0.000416789	-0.0464674	-0.125475	0.510826	-0.965174	-0.299277	0.491928	0.257202	0.00870376	5.67939e-05	0.0508492	-0.161828	-0.110979	0.199317	0.303075	-0.00172176	0.000105257	-0.000482642	0      	0.005  	272.099
1.009889e+03      	39.3042	7.21925	7.22222	144.435	144.433	0.00013399	0.009192	1.58774	0.591547	0.210002	0.0125824	0.00047921	0.00996005	0.0452858	0.00148551	-0.00101932	0.000416783	-0.0453937	-0.125479	0.507832	-0.963865	-0.298831	0.49093	0.257741	0.00875813	5.68552e-05	0.0510185	-0.161966	-0.110947	0.199305	0.303011	-0.00172241	0.000105634	-0.000482921	0      	0.005  	272.099
1.009939e+03      	39.2932	7.21925	7.22223	144.435	144.433	0.000134597	0.00920058	1.58773	0.589611	0.207923	0.0125878	0.000482751	0.00997924	0.0453261	0.00148916	-0.00101771	0.000416778	-0.0443455	-0.125484	0.504858	-0.962594	-0.298386	0.489937	0.258278	0.00881249	5.69165e-05	0.0511866	-0.162095	-0.110909	0.199292	0.302948	-0.00172305	0.000106011	-0.000483199	0      	0.005  	272.099
1.009989e+03      	39.2822	7.21925	7.22223	144.435	144.433	0.000135205	0.00920834	1.58771	0.587699	0.205863	0.0125932	0.000486294	0.00999819	0.0453623	0.00149272	-0.0010161	0.000416773	-0.0433221	-0.125488	0.501904	-0.961361	-0.297943	0.488947	0.258812	0.00886683	5.69777e-05	0.0513535	-0.162217	-0.110863	0.199279	0.302884	-0.0017237	0.000106389	-0.000483477	0      	0.005  	272.099
1.010039e+03      	39.2712	7.21925	7.22224	144.435	144.433	0.000135815	0.00921528	1.58769	0.585812	0.203824	0.0125986	0.000489838	0.0100169	0.0453943	0.00149619	-0.00101448	0.000416768	-0.042323	-0.125493	0.498971	-0.960163	-0.2975	0.487961	0.259343	0.00892115	5.70387e-05	0.0515192	-0.16233	-0.110811	0.199267	0.302821	-0.00172434	0.000106766	-0.000483754	0      	0.005  	272.099
1.010089e+03      	39.2603	7.21925	7.22225	144.435	144.433	0.000136426	0.0092214	1.58767	0.583949	0.201805	0.012604	0.000493382	0.0100354	0.0454223	0.00149956	-0.00101285	0.000416763	-0.0413475	-0.125497	0.496058	-0.959 	-0.297059	0.486979	0.259872	0.00897545	5.70996e-05	0.0516836	-0.162436	-0.110753	0.199254	0.302758	-0.00172498	0.000107143	-0.00048403	0      	0.005  	272.099
1.010139e+03      	39.2494	7.21925	7.22225	144.435	144.433	0.000137038	0.00922674	1.58765	0.582109	0.199806	0.0126095	0.000496927	0.0100536	0.0454463	0.00150284	-0.00101122	0.000416758	-0.0403951	-0.125502	0.493165	-0.957872	-0.29662	0.486001	0.260398	0.00902973	5.71603e-05	0.0518468	-0.162535	-0.110688	0.199241	0.302695	-0.00172562	0.000107521	-0.000484305	0      	0.005  	272.099
1.010189e+03      	39.2386	7.21925	7.22226	144.435	144.433	0.000137651	0.00923129	1.58763	0.580293	0.197826	0.0126149	0.000500473	0.0100716	0.0454664	0.00150604	-0.00100958	0.000416753	-0.0394651	-0.125506	0.490292	-0.956777	-0.296181	0.485027	0.260921	0.00908399	5.72209e-05	0.0520086	-0.162626	-0.110617	0.199229	0.302632	-0.00172626	0.000107898	-0.000484579	0      	0.005  	272.099
1.010239e+03      	39.2278	7.21925	7.22227	144.435	144.433	0.000138266	0.00923506	1.58761	0.578499	0.195865	0.0126203	0.000504018	0.0100894	0.0454826	0.00150914	-0.00100794	0.000416749	-0.038557	-0.12551	0.48744	-0.955715	-0.295743	0.484056	0.261442	0.00913823	5.72813e-05	0.0521692	-0.16271	-0.110541	0.199216	0.302569	-0.00172689	0.000108276	-0.000484852	0      	0.005  	272.099
1.010289e+03      	39.217 	7.21925	7.22227	144.435	144.433	0.000138881	0.00923808	1.58759	0.576728	0.193924	0.0126257	0.000507563	0.0101069	0.045495	0.00151216	-0.00100629	0.000416744	-0.0376703	-0.125515	0.484608	-0.954685	-0.295307	0.48309	0.26196	0.00919246	5.73415e-05	0.0523284	-0.162786	-0.110458	0.199204	0.302507	-0.00172752	0.000108653	-0.000485124	0      	0.005  	272.099
1.010339e+03      	39.2063	7.21925	7.22228	144.435	144.433	0.000139498	0.00924035	1.58757	0.57498	0.192002	0.0126311	0.000511107	0.0101242	0.0455036	0.00151509	-0.00100464	0.000416739	-0.0368044	-0.125519	0.481797	-0.953686	-0.294872	0.482127	0.262476	0.00924666	5.74015e-05	0.0524863	-0.162856	-0.11037	0.199192	0.302445	-0.00172815	0.000109031	-0.000485395	0      	0.005  	272.099
1.010389e+03      	39.1956	7.21925	7.22229	144.435	144.433	0.000140116	0.00924189	1.58756	0.573253	0.190099	0.0126366	0.000514651	0.0101413	0.0455086	0.00151794	-0.00100298	0.000416734	-0.0359588	-0.125523	0.479005	-0.952718	-0.294438	0.481167	0.262989	0.00930084	5.74614e-05	0.0526429	-0.162918	-0.110276	0.199179	0.302384	-0.00172877	0.000109408	-0.000485666	0      	0.005  	272.099
1.010439e+03      	39.185 	7.21925	7.22229	144.435	144.433	0.000140734	0.00924271	1.58754	0.571548	0.188214	0.012642	0.000518193	0.0101582	0.0455099	0.00152071	-0.00100132	0.000416729	-0.0351331	-0.125528	0.476233	-0.951779	-0.294005	0.480212	0.263499	0.00935501	5.7521e-05	0.0527981	-0.162974	-0.110176	0.199167	0.302322	-0.0017294	0.000109785	-0.000485935	0      	0.005  	272.099
1.010489e+03      	39.1744	7.21925	7.2223 	144.435	144.433	0.000141354	0.00924282	1.58752	0.569865	0.186348	0.0126474	0.000521734	0.0101749	0.0455078	0.00152339	-0.000999657	0.000416724	-0.0343267	-0.125532	0.473481	-0.950868	-0.293573	0.47926	0.264006	0.00940915	5.75805e-05	0.0529519	-0.163023	-0.110071	0.199155	0.302261	-0.00173002	0.000110162	-0.000486203	0      	0.005  	272.099
1.010539e+03      	39.1639	7.21925	7.2223 	144.435	144.433	0.000141974	0.00924223	1.5875 	0.568202	0.1845 	0.0126528	0.000525273	0.0101914	0.0455021	0.00152599	-0.00099799	0.00041672	-0.0335391	-0.125536	0.47075	-0.949986	-0.293142	0.478312	0.264511	0.00946328	5.76397e-05	0.0531043	-0.163065	-0.109961	0.199143	0.3022 	-0.00173064	0.000110538	-0.000486469	0      	0.005  	272.099
1.010589e+03      	39.1534	7.21925	7.22231	144.435	144.433	0.000142595	0.00924096	1.58748	0.566561	0.182671	0.0126583	0.00052881	0.0102076	0.0454929	0.00152851	-0.00099632	0.000416715	-0.03277	-0.12554	0.468038	-0.949131	-0.292712	0.477368	0.265014	0.00951738	5.76987e-05	0.0532553	-0.163101	-0.109846	0.199131	0.302139	-0.00173125	0.000110915	-0.000486735	0      	0.005  	272.099
1.010639e+03      	39.143 	7.21925	7.22231	144.435	144.433	0.000143217	0.00923902	1.58747	0.56494	0.180859	0.0126637	0.000532345	0.0102237	0.0454805	0.00153095	-0.000994646	0.00041671	-0.0320188	-0.125544	0.465346	-0.948302	-0.292283	0.476428	0.265514	0.00957147	5.77575e-05	0.0534049	-0.163131	-0.109726	0.199119	0.302079	-0.00173187	0.000111291	-0.000486999	0      	0.005  	272.099
1.010689e+03      	39.1326	7.21925	7.22232	144.435	144.433	0.000143839	0.00923642	1.58745	0.563339	0.179065	0.0126691	0.000535877	0.0102395	0.0454647	0.00153331	-0.00099297	0.000416705	-0.0312851	-0.125548	0.462673	-0.947499	-0.291856	0.475491	0.266011	0.00962553	5.7816e-05	0.0535531	-0.163154	-0.109601	0.199107	0.302019	-0.00173247	0.000111667	-0.000487263	0      	0.005  	272.099
1.010739e+03      	39.1223	7.21925	7.22232	144.435	144.433	0.000144462	0.00923318	1.58743	0.561758	0.177289	0.0126745	0.000539407	0.0102552	0.0454457	0.00153559	-0.000991292	0.000416701	-0.0305685	-0.125552	0.46002	-0.946721	-0.291429	0.474558	0.266506	0.00967958	5.78743e-05	0.0536999	-0.163171	-0.109471	0.199095	0.301959	-0.00173308	0.000112042	-0.000487525	0      	0.005  	272.099
1.010789e+03      	39.112 	7.21925	7.22233	144.435	144.433	0.000145086	0.0092293	1.58741	0.560197	0.175531	0.01268	0.000542933	0.0102706	0.0454235	0.0015378	-0.000989611	0.000416696	-0.0298685	-0.125555	0.457387	-0.945967	-0.291003	0.473629	0.266998	0.0097336	5.79324e-05	0.0538452	-0.163181	-0.109336	0.199083	0.3019 	-0.00173368	0.000112417	-0.000487785	0      	0.005  	272.099
1.010839e+03      	39.1018	7.21925	7.22233	144.435	144.433	0.00014571	0.0092248	1.5874 	0.558655	0.173789	0.0126854	0.000546457	0.0102859	0.0453981	0.00153993	-0.000987929	0.000416692	-0.0291849	-0.125559	0.454773	-0.945237	-0.290579	0.472703	0.267487	0.0097876	5.79902e-05	0.0539891	-0.163186	-0.109197	0.199071	0.30184	-0.00173429	0.000112792	-0.000488045	0      	0.005  	272.099
1.010889e+03      	39.0916	7.21925	7.22234	144.435	144.433	0.000146335	0.00921969	1.58738	0.557133	0.172065	0.0126908	0.000549977	0.010301	0.0453698	0.00154199	-0.000986244	0.000416687	-0.0285171	-0.125563	0.452178	-0.94453	-0.290155	0.471781	0.267974	0.00984159	5.80477e-05	0.0541315	-0.163185	-0.109054	0.19906	0.301782	-0.00173488	0.000113166	-0.000488303	0      	0.005  	272.099
1.010939e+03      	39.0815	7.21925	7.22234	144.435	144.433	0.00014696	0.00921398	1.58736	0.555629	0.170358	0.0126962	0.000553493	0.0103158	0.0453384	0.00154398	-0.000984558	0.000416683	-0.0278649	-0.125566	0.449603	-0.943845	-0.289732	0.470863	0.268459	0.00989555	5.8105e-05	0.0542724	-0.163178	-0.108906	0.199048	0.301723	-0.00173548	0.00011354	-0.000488559	0      	0.005  	272.099
1.010989e+03      	39.0715	7.21926	7.22235	144.435	144.433	0.000147586	0.00920769	1.58734	0.554144	0.168668	0.0127016	0.000557005	0.0103305	0.0453041	0.00154589	-0.000982871	0.000416678	-0.0272277	-0.125569	0.447047	-0.943182	-0.289311	0.469949	0.26894	0.00994949	5.8162e-05	0.0544119	-0.163166	-0.108754	0.199036	0.301665	-0.00173607	0.000113914	-0.000488815	0      	0.005  	272.099
1.011039e+03      	39.0615	7.21926	7.22235	144.435	144.433	0.000148212	0.00920083	1.58733	0.552678	0.166994	0.0127071	0.000560513	0.010345	0.0452669	0.00154773	-0.000981183	0.000416674	-0.0266053	-0.125573	0.44451	-0.942539	-0.28889	0.469038	0.26942	0.0100034	5.82188e-05	0.0545499	-0.163147	-0.108597	0.199025	0.301607	-0.00173665	0.000114286	-0.000489069	0      	0.005  	272.099
1.011089e+03      	39.0515	7.21926	7.22236	144.435	144.433	0.000148838	0.0091934	1.58731	0.55123	0.165337	0.0127125	0.000564017	0.0103594	0.045227	0.0015495	-0.000979493	0.000416669	-0.0259974	-0.125576	0.441992	-0.941917	-0.28847	0.468131	0.269897	0.0100573	5.82753e-05	0.0546865	-0.163124	-0.108437	0.199013	0.301549	-0.00173724	0.000114659	-0.000489321	0      	0.005  	272.099
1.011139e+03      	39.0417	7.21926	7.22236	144.435	144.433	0.000149465	0.00918543	1.58729	0.549799	0.163696	0.0127179	0.000567516	0.0103735	0.0451842	0.00155121	-0.000977803	0.000416665	-0.0254035	-0.125579	0.439493	-0.941314	-0.288051	0.467227	0.270371	0.0101112	5.83315e-05	0.0548215	-0.163094	-0.108273	0.199002	0.301492	-0.00173782	0.000115031	-0.000489572	0      	0.005  	272.099
1.011189e+03      	39.0318	7.21926	7.22236	144.435	144.433	0.000150092	0.00917692	1.58728	0.548387	0.162071	0.0127233	0.000571011	0.0103875	0.0451388	0.00155284	-0.000976112	0.00041666	-0.0248233	-0.125582	0.437012	-0.940731	-0.287633	0.466327	0.270843	0.0101651	5.83874e-05	0.0549551	-0.16306	-0.108105	0.198991	0.301435	-0.0017384	0.000115402	-0.000489822	0      	0.005  	272.099
1.011239e+03      	39.0221	7.21926	7.22237	144.435	144.433	0.000150719	0.00916788	1.58726	0.546992	0.160463	0.0127287	0.0005745	0.0104013	0.0450908	0.00155441	-0.000974421	0.000416656	-0.0242565	-0.125585	0.434551	-0.940166	-0.287216	0.465431	0.271312	0.0102189	5.84431e-05	0.0550872	-0.16302	-0.107933	0.19898	0.301379	-0.00173897	0.000115773	-0.00049007	0      	0.005  	272.099
1.011289e+03      	39.0124	7.21926	7.22237	144.435	144.433	0.000151347	0.00915833	1.58724	0.545614	0.15887	0.0127342	0.000577984	0.0104149	0.0450401	0.00155591	-0.00097273	0.000416652	-0.0237029	-0.125588	0.432107	-0.939618	-0.2868	0.464538	0.271779	0.0102727	5.84984e-05	0.0552178	-0.162975	-0.107757	0.198968	0.301323	-0.00173954	0.000116143	-0.000490317	0      	0.005  	272.099
1.011339e+03      	39.0027	7.21926	7.22237	144.435	144.433	0.000151974	0.00914828	1.58723	0.544253	0.157293	0.0127396	0.000581463	0.0104284	0.044987	0.00155734	-0.000971038	0.000416647	-0.023162	-0.12559	0.429683	-0.939088	-0.286385	0.463649	0.272244	0.0103265	5.85535e-05	0.0553469	-0.162925	-0.107578	0.198957	0.301267	-0.00174011	0.000116512	-0.000490563	0      	0.005  	272.099
1.011389e+03      	38.9932	7.21926	7.22238	144.435	144.433	0.000152602	0.00913774	1.58721	0.542909	0.155732	0.012745	0.000584936	0.0104417	0.0449314	0.00155871	-0.000969347	0.000416643	-0.0226335	-0.125593	0.427276	-0.938574	-0.285971	0.462763	0.272706	0.0103803	5.86083e-05	0.0554745	-0.16287	-0.107395	0.198946	0.301211	-0.00174067	0.000116881	-0.000490807	0      	0.005  	272.099
1.011439e+03      	38.9836	7.21926	7.22238	144.435	144.433	0.00015323	0.00912672	1.58719	0.541581	0.154186	0.0127504	0.000588403	0.0104548	0.0448734	0.00156001	-0.000967656	0.000416639	-0.0221173	-0.125595	0.424888	-0.938077	-0.285557	0.461881	0.273166	0.010434	5.86627e-05	0.0556006	-0.16281	-0.107209	0.198935	0.301156	-0.00174123	0.00011725	-0.000491049	0      	0.005  	272.099
1.011489e+03      	38.9742	7.21926	7.22238	144.435	144.433	0.000153858	0.00911524	1.58718	0.54027	0.152655	0.0127558	0.000591864	0.0104678	0.0448131	0.00156126	-0.000965965	0.000416635	-0.0216129	-0.125597	0.422518	-0.937595	-0.285145	0.461002	0.273623	0.0104878	5.87169e-05	0.0557252	-0.162745	-0.10702	0.198924	0.301101	-0.00174179	0.000117617	-0.00049129	0      	0.005  	272.099
1.011539e+03      	38.9648	7.21926	7.22238	144.435	144.433	0.000154486	0.00910329	1.58716	0.538975	0.15114	0.0127612	0.00059532	0.0104806	0.0447504	0.00156244	-0.000964275	0.000416631	-0.0211202	-0.125599	0.420166	-0.937127	-0.284733	0.460127	0.274078	0.0105415	5.87708e-05	0.0558483	-0.162676	-0.106828	0.198914	0.301047	-0.00174234	0.000117984	-0.000491529	0      	0.005  	272.099
1.011589e+03      	38.9554	7.21926	7.22239	144.435	144.433	0.000155113	0.0090909	1.58715	0.537696	0.149639	0.0127666	0.000598768	0.0104933	0.0446855	0.00156356	-0.000962585	0.000416626	-0.0206387	-0.125601	0.417832	-0.936675	-0.284322	0.459255	0.27453	0.0105952	5.88244e-05	0.0559699	-0.162602	-0.106632	0.198903	0.300992	-0.00174289	0.00011835	-0.000491767	0      	0.005  	272.099
1.011639e+03      	38.9462	7.21926	7.22239	144.434	144.433	0.000155741	0.00907807	1.58713	0.536433	0.148153	0.012772	0.000602211	0.0105057	0.0446185	0.00156462	-0.000960897	0.000416622	-0.0201684	-0.125603	0.415516	-0.936236	-0.283912	0.458387	0.27498	0.0106489	5.88776e-05	0.05609	-0.162523	-0.106433	0.198892	0.300939	-0.00174344	0.000118715	-0.000492004	0      	0.005  	272.099
1.011689e+03      	38.937 	7.21926	7.22239	144.434	144.433	0.000156369	0.00906482	1.58712	0.535185	0.146682	0.0127774	0.000605646	0.0105181	0.0445493	0.00156562	-0.000959209	0.000416618	-0.0197088	-0.125605	0.413218	-0.935811	-0.283503	0.457523	0.275427	0.0107025	5.89306e-05	0.0562086	-0.16244	-0.106231	0.198882	0.300885	-0.00174398	0.00011908	-0.000492239	0      	0.005  	272.099
1.011739e+03      	38.9278	7.21926	7.22239	144.434	144.433	0.000156996	0.00905116	1.5871 	0.533953	0.145226	0.0127828	0.000609075	0.0105303	0.0444781	0.00156656	-0.000957522	0.000416614	-0.0192598	-0.125607	0.410937	-0.935398	-0.283095	0.456661	0.275873	0.0107562	5.89833e-05	0.0563257	-0.162352	-0.106026	0.198871	0.300832	-0.00174452	0.000119444	-0.000492472	0      	0.005  	272.099
1.011789e+03      	38.9187	7.21926	7.2224 	144.434	144.433	0.000157623	0.00903709	1.58709	0.532735	0.143784	0.0127882	0.000612497	0.0105423	0.0444048	0.00156744	-0.000955837	0.00041661	-0.0188212	-0.125608	0.408673	-0.934998	-0.282688	0.455804	0.276316	0.0108098	5.90356e-05	0.0564414	-0.16226	-0.105819	0.198861	0.300779	-0.00174506	0.000119807	-0.000492704	0      	0.005  	272.099
1.011839e+03      	38.9097	7.21926	7.2224 	144.434	144.433	0.000158251	0.00902263	1.58707	0.531533	0.142356	0.0127936	0.000615911	0.0105542	0.0443295	0.00156827	-0.000954153	0.000416606	-0.0183926	-0.125609	0.406427	-0.93461	-0.282281	0.454949	0.276756	0.0108634	5.90876e-05	0.0565555	-0.162164	-0.105608	0.19885	0.300727	-0.00174559	0.000120169	-0.000492934	0      	0.005  	272.099
1.011889e+03      	38.9007	7.21926	7.2224 	144.434	144.433	0.000158877	0.00900779	1.58705	0.530345	0.140942	0.012799	0.000619319	0.0105659	0.0442524	0.00156904	-0.00095247	0.000416602	-0.0179738	-0.125611	0.404198	-0.934233	-0.281876	0.454098	0.277194	0.0109169	5.91394e-05	0.0566681	-0.162063	-0.105395	0.19884	0.300675	-0.00174612	0.000120531	-0.000493163	0      	0.005  	272.099
1.011939e+03      	38.8918	7.21926	7.2224 	144.434	144.433	0.000159504	0.00899257	1.58704	0.529172	0.139543	0.0128044	0.000622719	0.0105775	0.0441734	0.00156975	-0.000950789	0.000416598	-0.0175646	-0.125612	0.401987	-0.933867	-0.281471	0.453251	0.27763	0.0109705	5.91908e-05	0.0567793	-0.161959	-0.10518	0.19883	0.300623	-0.00174664	0.000120891	-0.000493391	0      	0.005  	272.099
1.011989e+03      	38.883 	7.21926	7.2224 	144.434	144.433	0.00016013	0.00897699	1.58703	0.528013	0.138157	0.0128098	0.000626111	0.010589	0.0440925	0.00157042	-0.00094911	0.000416595	-0.0171648	-0.125612	0.399792	-0.933512	-0.281067	0.452406	0.278064	0.011024	5.92419e-05	0.056889	-0.16185	-0.104961	0.198819	0.300572	-0.00174717	0.000121251	-0.000493616	0      	0.005  	272.099
